forme	lemme	catégorie
récriait	récrier	VINDI3S
:	:	PCTFORTE
Mais	mais	COO
,	,	PCTFAIB
dans	dans	PREP
ma	mon	DETPOSS
part	part	NCFS
,	,	PCTFAIB
vous	vous	PPER2P
m'	me	PPER1S
avez	avoir	VINDP2P
compté	compter	VPARPMS
le	le	DETDMS
mètre	mètre	NCMS
de	de	PREP
terrain	terrain	NCMS
à	à	PREP
deux	deux	ADJNUM
cent	cent	ADJNUM
cinquante	cinquante	ADJNUM
francs	franc	NCMP
.	.	PCTFORTE
Eh	eh	NPMS
bien	bien	ADV
,	,	PCTFAIB
écoutez	écouter	VIMPP2P
,	,	PCTFAIB
nous	nous	PPER1P
mettrons	mettre	VINDF1P
deux	deux	ADJNUM
cent	cent	NCMIN
vingt-cinq	vingt-cinq	ADJNUM
francs	franc	NCMP
.	.	PCTFORTE
Et	et	COO
les	le	DETDPIG
voix	voix	NCFIN
continuèrent	continuer	VINDPS3P
,	,	PCTFAIB
brutales	brutal	ADJFP
,	,	PCTFAIB
sonnant	sonnant	ADJMS
étrangement	étrangement	ADV
sous	sous	PREP
les	le	DETDPIG
palmes	palme	NCFP
tombantes	tombant	ADJFP
des	de le	DETDPIG
massifs	massif	NCMP
.	.	PCTFORTE
Mais	mais	COO
elles	il	PPER3P
traversèrent	traverser	VINDPS3P
comme	comme	SUB
un	un	DETIMS
vain	vain	ADJMS
bruit	bruit	NCMS
le	le	DETDMS
rêve	rêve	NCMS
de	de	PREP
Renée	Renée	NPFS
,	,	PCTFAIB
devant	devant	PREP
laquelle	lequel	PRFS
se	se	PPER3S
dressait	dresser	VINDI3S
,	,	PCTFAIB
avec	avec	PREP
l'	le	DETDMS
appel	appel	NCMS
du	de le	DETDMS
vertige	vertige	NCMS
,	,	PCTFAIB
une	un	DETIFS
jouissance	jouissance	NCFS
inconnue	inconnu	ADJFS
,	,	PCTFAIB
chaude	chaud	ADJFS
de	de	PREP
crime	crime	NCMS
,	,	PCTFAIB
plus	plus	ADV
âpre	âpre	ADJSIG
que	que	ADV
toutes	tout	ADJIND
celles	celui	PDP
qu'	que	SUB
elle	elle	PPER3S
avait	avoir	VINDI3S
déjà	déjà	ADV
épuisées	épuiser	VPARPFP
,	,	PCTFAIB
la	le	DETDFS
dernière	dernier	NCFS
qu'	que	PRI
elle	elle	PPER3S
eût	avoir	VSUBI3S
encore	encore	ADV
à	à	PREP
boire	boire	VINF
.	.	PCTFORTE
Elle	elle	PPER3S
n'	ne	ADV
était	être	VINDI3S
plus	plus	ADV
lasse	las	ADJFS
.	.	PCTFORTE
L'	le	DETDMS
arbuste	arbuste	NCMS
derrière	derrière	PREP
lequel	lequel	PRMS
elle	elle	PPER3S
se	se	PPER3S
cachait	cacher	VINDI3S
à	à	PREP
demi	demi	ADV
était	être	VINDI3S
une	un	DETIFS
plante	plante	NCFS
maudite	maudit	ADJFS
,	,	PCTFAIB
un	un	DETIMS
Tanghin	Tanghin	NPI
de	de	PREP
Madagascar	Madagascar	NPSIG
,	,	PCTFAIB
aux	à le	DETDPIG
larges	large	ADJPIG
feuilles	feuille	NCFP
de	de	PREP
buis	buis	NCMIN
,	,	PCTFAIB
aux	à le	DETDPIG
tiges	tige	NCFP
blanchâtres	blanchâtre	ADJPIG
,	,	PCTFAIB
dont	dont	PRI
les	le	DETDPIG
moindres	moindre	ADJPIG
nervures	nervure	NCFP
distillent	distiller	VINDP3P
un	un	DETIMS
lait	lait	NCMS
empoisonné	empoisonné	ADJMS
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
à	à	PREP
un	un	DETIMS
moment	moment	NCMS
,	,	PCTFAIB
comme	comme	SUB
Louise	Louise	NPMS
et	et	COO
Maxime	Maxime	NPMS
riaient	rire	VINDI3P
plus	plus	ADV
haut	haut	ADJHMS
,	,	PCTFAIB
dans	dans	PREP
le	le	DETDMS
reflet	reflet	NCMS
jaune	jaune	ADJSIG
,	,	PCTFAIB
dans	dans	PREP
le	le	DETDMS
coucher	coucher	NCMS
de	de	PREP
soleil	soleil	NCMS
du	de le	DETDMS
petit	petit	ADJMS
salon	salon	NCMS
,	,	PCTFAIB
Renée	Renée	NPFS
,	,	PCTFAIB
l'	le	DETDMS
esprit	esprit	NCMS
perdu	perdu	ADJMS
,	,	PCTFAIB
la	le	DETDFS
bouche	bouche	NCFS
sèche	sec	ADJFS
et	et	COO
irritée	irrité	ADJFS
,	,	PCTFAIB
prit	prendre	VINDPS3S
entre	entre	PREP
ses	son	DETPOSS
lèvres	lèvre	NCFP
un	un	DETIMS
rameau	rameau	NCMS
du	de le	DETDMS
Tanghin	Tanghin	NPI
,	,	PCTFAIB
qui	qui	PRI
lui	lui	PPER3S
venait	venir	VINDI3S
à	à	PREP
la	le	DETDFS
hauteur	hauteur	NCHFS
des	de le	DETDPIG
dents	dent	NCFP
,	,	PCTFAIB
et	et	COO
mordit	mordre	VINDPS3S
une	un	PIFS
des	un	DETDPIG
feuilles	feuille	NCFP
amères	amer	ADJFP
.	.	PCTFORTE
II	ii	NPI
Aristide	Aristide	NPMS
Rougon	Rougon	NPHSIG
s'	se	PPER3S
abattit	abattre	VINDPS3S
sur	sur	PREP
Paris	Paris	NPHSIG
,	,	PCTFAIB
au	à le	DETDMS
lendemain	lendemain	NCMS
du	de le	DETDMS
2	2	ADJNUM
Décembre	Décembre	NPMIN
,	,	PCTFAIB
avec	avec	PREP
ce	ce	DETDEM
flair	flair	NCMS
des	de le	DETDPIG
oiseaux	oiseau	NCMP
de	de	PREP
proie	proie	NCFS
qui	qui	PRI
sentent	sentir	VINDP3P
de	de	PREP
loin	loin	ADV
les	le	DETDPIG
champs	champ	NCMP
de	de	PREP
bataille	bataille	NCFS
.	.	PCTFORTE
Il	il	PPER3S
arrivait	arriver	VINDI3S
de	de	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
une	un	DETIFS
sous-	sous-	PCTFORTE
préfecture	préfecture	NCFS
du	de le	DETDMS
Midi	Midi	NPMS
,	,	PCTFAIB
où	où	PRI
son	son	DETPOSS
père	père	NCMS
venait	venir	VINDI3S
enfin	enfin	ADV
de	de	PREP
pêcher	pêcher	VINF
dans	dans	PREP
l'	le	DETDFS
eau	eau	NCFS
trouble	trouble	ADJSIG
des	de le	DETDPIG
événements	événement	NCMP
une	un	PIFS
recette	recette	NCFS
particulière	particulier	ADJFS
longtemps	longtemps	ADV
convoitées	convoiter	VPARPFP
.	.	PCTFORTE
Lui	lui	PPER3S
,	,	PCTFAIB
jeune	jeune	ADJSIG
encore	encore	ADV
,	,	PCTFAIB
après	après	PREP
s'	se	PPER3S
être	être	VINF
compromis	compromettre	VPARPMS
comme	comme	SUB
un	un	PIMS
sot	sot	ADJMS
,	,	PCTFAIB
sans	sans	PREP
gloire	gloire	NCFS
ni	ni	COO
profit	profit	NCMS
,	,	PCTFAIB
avait	avoir	VINDI3S
dû	devoir	VPARPMS
s'	se	PPER3S
estimer	estimer	VINF
heureux	heureux	ADJMIN
de	de	PREP
se	se	PPER3S
tirer	tirer	VINF
sain	sain	ADJMS
et	et	COO
sauf	sauf	ADJMS
de	de	PREP
la	le	DETDFS
bagarre	bagarre	NCFS
.	.	PCTFORTE
Il	il	PPER3S
accourait	accourir	VINDI3S
,	,	PCTFAIB
enrageant	enrager	VPARPRES
d'	de	PREP
avoir	avoir	VINF
fait	faire	VPARPMS
fausse	faux	ADJFS
route	route	NCFS
,	,	PCTFAIB
maudissant	maudire	VPARPRES
la	le	DETDFS
province	province	NCFS
,	,	PCTFAIB
parlant	parler	VPARPRES
de	de	PREP
Paris	Paris	NPHSIG
avec	avec	PREP
des	de le	DETDPIG
appétits	appétit	NCMP
de	de	PREP
loup	loup	NCMS
,	,	PCTFAIB
jurant	jurer	VPARPRES
qu'	que	SUB
il	il	PPER3S
ne	ne	ADV
serait	être	VCONP3S
plus	plus	ADV
si	si	ADV
bête	bête	NCFS
;	;	PCTFORTE
et	et	COO
le	le	DETDMS
sourire	sourire	NCMS
aigu	aigu	ADJMS
dont	dont	PRI
il	il	PPER3S
accompagnait	accompagner	VINDI3S
ces	ce	DETDEM
mots	mot	NCMP
prenait	prendre	VINDI3S
une	un	DETIFS
terrible	terrible	ADJSIG
signification	signification	NCFS
sur	sur	PREP
ses	son	DETPOSS
lèvres	lèvre	NCFP
minces	mince	ADJPIG
.	.	PCTFORTE
Il	il	PPER3S
arriva	arriver	VINDPS3S
dans	dans	PREP
les	le	DETDPIG
premiers	premier	ADJMP
jours	jour	NCMP
de	de	PREP
1852	1852	NCMIN
.	.	PCTFORTE
Il	il	PPER3S
amenait	amener	VINDI3S
avec	avec	PREP
lui	lui	PPER3S
sa	son	DETPOSS
femme	femme	NCFS
Angèle	Angèle	NPHSIG
,	,	PCTFAIB
une	un	DETIFS
personne	personne	NCFS
blonde	blond	ADJFS
et	et	COO
fade	fade	ADJSIG
,	,	PCTFAIB
qu'	que	SUB
il	il	PPER3S
installa	installer	VINDPS3S
dans	dans	PREP
un	un	DETIMS
étroit	étroit	ADJMS
logement	logement	NCMS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Saint-Jacques	saint-jacques	NPMS
,	,	PCTFAIB
comme	comme	SUB
un	un	PIMS
meuble	meuble	ADJSIG
gênant	gênant	ADJMS
dont	dont	PRI
il	il	PPER3S
avait	avoir	VINDI3S
hâte	hâte	NCHFS
de	de	PREP
se	se	PPER3S
débarrasser	débarrasser	VINF
.	.	PCTFORTE
La	le	DETDFS
jeune	jeune	ADJSIG
femme	femme	NCFS
n'	ne	ADV
avait	avoir	VINDI3S
pas	pas	ADV
voulu	vouloir	VPARPMS
se	se	PPER3S
séparer	séparer	VINF
de	de	PREP
sa	son	DETPOSS
fille	fille	NCFS
,	,	PCTFAIB
la	le	DETDFS
petite	petit	ADJFS
Clotilde	Clotilde	NPFS
,	,	PCTFAIB
une	un	DETIFS
enfant	enfant	NCSIG
de	de	PREP
quatre	quatre	ADJNUM
ans	an	NCMP
,	,	PCTFAIB
que	que	SUB
le	le	DETDMS
père	père	NCMS
aurait	avoir	VCONP3S
volontiers	volontiers	ADV
laissée	laisser	VPARPFS
à	à	PREP
la	le	DETDFS
charge	charge	NCFS
de	de	PREP
sa	son	DETPOSS
famille	famille	NCFS
.	.	PCTFORTE
Mais	mais	COO
il	il	PPER3S
ne	ne	ADV
s'	se	PPER3S
était	être	VINDI3S
résigné	résigner	VPARPMS
au	à le	DETDMS
désir	désir	NCMS
d'	de	PREP
Angèle	Angèle	NPHSIG
qu'	que	SUB
à	à	PREP
la	le	DETDFS
condition	condition	NCFS
d'	de	PREP
oublier	oublier	VINF
au	à le	DETDMS
collège	collège	NCMS
de	de	PREP
Plassans	Plassans	NPI
leur	leur	DETPOSS
fils	fils	NCMIN
Maxime	Maxime	NPMS
,	,	PCTFAIB
un	un	DETIMS
galopin	galopin	NCMS
de	de	PREP
onze	onze	ADJNUM
ans	an	NCMP
,	,	PCTFAIB
sur	sur	PREP
lequel	lequel	PRMS
sa	son	DETPOSS
grand-mère	grand-mère	NCFS
avait	avoir	VINDI3S
promis	promettre	VPARPMS
de	de	PREP
veiller	veiller	VINF
.	.	PCTFORTE
Aristide	Aristide	NPMS
voulait	vouloir	VINDI3S
avoir	avoir	VINF
les	le	DETDPIG
mains	main	NCFP
libres	libre	ADJPIG
;	;	PCTFORTE
une	un	DETIFS
femme	femme	NCFS
et	et	COO
une	un	DETIFS
enfant	enfant	NCSIG
lui	lui	PPER3S
semblaient	sembler	VINDI3P
déjà	déjà	ADV
un	un	DETIMS
poids	poids	NCMIN
écrasant	écrasant	ADJMS
pour	pour	PREP
un	un	PIMS
homme	homme	NCMS
décidé	décider	VPARPMS
à	à	PREP
franchir	franchir	VINF
tous	tout	ADJMP
les	le	DETDPIG
fossés	fossé	NCMP
,	,	PCTFAIB
quitte	quitter	VINDP3S
à	à	PREP
se	se	PPER3S
casser	casser	VINF
les	le	DETDPIG
reins	rein	NCMP
ou	ou	COO
à	à	PREP
rouler	rouler	VINF
dans	dans	PREP
la	le	DETDFS
boue	bou	NCFS
.	.	PCTFORTE
Le	le	DETDMS
soir	soir	NCMS
même	même	ADJSIG
de	de	PREP
son	son	DETPOSS
arrivée	arrivée	NCFS
,	,	PCTFAIB
pendant	pendant	PREP
qu'	que	SUB
Angèle	Angèle	NPHSIG
défaisait	défaire	VINDI3S
les	le	DETDPIG
malles	malle	NCFP
,	,	PCTFAIB
il	il	PPER3S
éprouva	éprouver	VINDPS3S
l'	le	DETDMS
âpre	âpre	ADJSIG
besoin	besoin	NCMS
de	de	PREP
courir	courir	VINF
Paris	Paris	NPHSIG
,	,	PCTFAIB
de	de	PREP
battre	battre	VINF
de	de	PREP
ses	son	DETPOSS
gros	gros	ADJMIN
souliers	soulier	NCMP
de	de	PREP
provincial	provincial	NCMS
ce	ce	DETDEM
pavé	pavé	NCMS
brûlant	brûlant	ADJMS
d'	de	PREP
où	où	PRI
il	il	PPER3S
comptait	compter	VINDI3S
faire	faire	VINF
jaillir	jaillir	VINF
des	un	DETDPIG
millions	million	NCMP
.	.	PCTFORTE
Ce	ce	PDS
fut	être	VINDPS3S
une	un	PIFS
vraie	vrai	ADJFS
prise	prise	NCFS
de	de	PREP
possession	possession	NCFS
.	.	PCTFORTE
Il	il	PPER3S
marcha	marcher	VINDPS3S
pour	pour	PREP
marcher	marcher	VINF
,	,	PCTFAIB
allant	aller	VPARPRES
le	le	DETDMS
long	long	NCMS
des	de le	DETDPIG
trottoirs	trottoir	NCMP
,	,	PCTFAIB
comme	comme	SUB
en	en	PREP
pays	pays	NCMIN
conquis	conquérir	VPARPMP
.	.	PCTFORTE
Il	il	PPER3S
avait	avoir	VINDI3S
la	le	DETDFS
vision	vision	NCFS
très	très	ADV
nette	net	ADJFS
de	de	PREP
la	le	DETDFS
bataille	bataille	NCFS
qu'	que	PRI
il	il	PPER3S
venait	venir	VINDI3S
livrer	livrer	VINF
,	,	PCTFAIB
et	et	COO
il	il	PPER3S
ne	ne	ADV
lui	lui	PPER3S
répugnait	répugner	VINDI3S
pas	pas	ADV
de	de	PREP
se	se	PPER3S
comparer	comparer	VINF
à	à	PREP
un	un	DETIMS
habile	habile	ADJSIG
crocheteur	crocheteur	NCMS
de	de	PREP
serrures	serrure	NCFP
qui	qui	PRI
,	,	PCTFAIB
par	par	PREP
ruse	rus	NCFS
ou	ou	COO
par	par	PREP
violence	violence	NCFS
,	,	PCTFAIB
va	aller	VINDP3S
prendre	prendre	VINF
sa	son	DETPOSS
part	part	NCFS
de	de	PREP
la	le	DETDFS
richesse	richesse	NCFS
commune	commune	ADJFS
qu'	que	PRI
on	on	PPER3S
lui	lui	PPER3S
a	avoir	VINDP3S
méchamment	méchamment	ADV
refusée	refusé	NCFS
jusque-là	jusque-là	ADV
.	.	PCTFORTE
S'	si	SUB
il	il	PPER3S
avait	avoir	VINDI3S
éprouvé	éprouver	VPARPMS
le	le	DETDMS
besoin	besoin	NCMS
d'	de	PREP
une	un	DETIFS
excuse	excuse	NCFS
,	,	PCTFAIB
il	il	PPER3S
aurait	avoir	VCONP3S
invoqué	invoquer	VPARPMS
ses	son	DETPOSS
désirs	désir	NCMP
étouffés	étouffer	VPARPMP
pendant	pendant	PREP
dix	dix	ADJNUM
ans	an	NCMP
,	,	PCTFAIB
sa	son	DETPOSS
misérable	misérable	NCSIG
vie	vie	NCFS
de	de	PREP
province	province	NCFS
,	,	PCTFAIB
ses	son	DETPOSS
fautes	faute	NCFP
surtout	surtout	ADV
,	,	PCTFAIB
dont	dont	PRI
il	il	PPER3S
rendait	rendre	VINDI3S
la	le	DETDFS
société	société	NCFS
entière	entier	ADJFS
responsable	responsable	ADJSIG
.	.	PCTFORTE
Mais	mais	COO
à	à	PREP
cette	ce	DETDEM
heure	heure	NCFS
,	,	PCTFAIB
dans	dans	PREP
cette	ce	DETDEM
émotion	émotion	NCFS
du	de le	DETDMS
joueur	joueur	NCMS
qui	qui	PRI
met	mettre	VINDP3S
enfin	enfin	ADV
ses	son	DETPOSS
mains	main	NCFP
ardentes	ardent	ADJFP
sur	sur	PREP
le	le	DETDMS
tapis	tapis	NCMIN
vert	vert	ADJMS
,	,	PCTFAIB
il	il	PPER3S
était	être	VINDI3S
tout	tout	ADV
à	à	PREP
la	le	DETDFS
joie	joie	NCFS
,	,	PCTFAIB
une	un	DETIFS
joie	joie	NCFS
à	à	PREP
lui	lui	PPER3S
,	,	PCTFAIB
où	où	PRI
il	il	PPER3S
y	y	PPER3S
avait	avoir	VINDI3S
des	un	DETDPIG
satisfactions	satisfaction	NCFP
d'	de	PREP
envieux	envieux	ADJMIN
et	et	COO
des	un	DETDPIG
espérances	espérance	NCFP
de	de	PREP
fripon	fripon	NCMS
impuni	impuni	ADJMS
.	.	PCTFORTE
L'	le	DETDMS
air	air	NCMS
de	de	PREP
Paris	Paris	NPHSIG
le	le	PPER3S
grisait	griser	VINDI3S
,	,	PCTFAIB
il	il	PPER3S
croyait	croire	VINDI3S
entendre	entendre	VINF
,	,	PCTFAIB
dans	dans	PREP
le	le	DETDMS
roulement	roulement	NCMS
des	de le	DETDPIG
voitures	voiture	NCFP
,	,	PCTFAIB
les	le	DETDPIG
voix	voix	NCFIN
de	de	PREP
Macbeth	Macbeth	NPMS
,	,	PCTFAIB
qui	qui	PRI
lui	lui	PPER3S
criaient	crier	VINDI3P
:	:	PCTFORTE
Tu	tu	PPER2S
seras	être	VINDF2S
riche	riche	ADJSIG
!	!	PCTFORTE
Pendant	pendant	PREP
près	près	PREP
de	de	PREP
deux	deux	ADJNUM
heures	heure	NCFP
,	,	PCTFAIB
il	il	PPER3S
alla	aller	VINDPS3S
ainsi	ainsi	ADV
de	de	PREP
rue	rue	NCFS
en	en	PREP
rue	rue	NCFS
,	,	PCTFAIB
goûtant	goûter	VPARPRES
les	le	DETDPIG
voluptés	volupté	NCFP
d'	de	PREP
un	un	DETIMS
homme	homme	NCMS
qui	qui	PRI
se	se	PPER3S
promène	promener	VINDP3S
dans	dans	PREP
son	son	NCMS
vice	vice	INT
.	.	PCTFORTE
Il	il	PPER3S
n'	ne	ADV
était	être	VINDI3S
pas	pas	ADV
revenu	revenir	VPARPMS
à	à	PREP
Paris	Paris	NPHSIG
depuis	depuis	ADV
l'	le	DETDFS
heureuse	heureux	ADJFS
année	année	NCFS
qu'	que	PRI
il	il	PPER3S
y	y	PPER3S
avait	avoir	VINDI3S
passée	passer	VPARPFS
comme	comme	SUB
étudiant	étudiant	NCMS
.	.	PCTFORTE
La	le	DETDFS
nuit	nuit	NCFS
tombait	tomber	VINDI3S
:	:	PCTFORTE
son	son	DETPOSS
rêve	rêve	NCMS
grandissait	grandir	VINDI3S
dans	dans	PREP
les	le	DETDPIG
clartés	clarté	NCFP
vives	vif	ADJFP
que	que	PRI
les	le	DETDPIG
cafés	café	NCMP
et	et	COO
les	le	DETDPIG
magasins	magasin	NCMP
jetaient	jeter	VINDI3P
sur	sur	PREP
les	le	DETDPIG
trottoirs	trottoir	NCMP
;	;	PCTFORTE
il	il	PPER3S
se	se	PPER3S
perdit	perdre	VINDPS3S
.	.	PCTFORTE
Quand	quand	SUB
il	il	PPER3S
leva	lever	VINDPS3S
les	le	DETDPIG
yeux	oeil	NCMP
,	,	PCTFAIB
il	il	PPER3S
se	se	PPER3S
trouvait	trouver	VINDI3S
vers	vers	PREP
le	le	DETDMS
milieu	milieu	NCMS
du	de le	DETDMS
faubourg	faubourg	NCMS
Saint-Honoré	saint-honoré	NPHSIG
.	.	PCTFORTE
Un	un	PIMS
de	de	PREP
ses	son	DETPOSS
frères	frère	NCMP
,	,	PCTFAIB
Eugène	Eugène	NPMS
Rougon	Rougon	NPHSIG
,	,	PCTFAIB
habitait	habiter	VINDI3S
une	un	DETIFS
rue	rue	NCFS
voisine	voisin	ADJFS
,	,	PCTFAIB
la	le	DETDFS
rue	rue	NCFS
de	de	PREP
Penthièvre	Penthièvre	NPMS
.	.	PCTFORTE
Aristide	Aristide	NPMS
,	,	PCTFAIB
en	en	PREP
venant	vener	VPARPRES
à	à	PREP
Paris	Paris	NPHSIG
,	,	PCTFAIB
avait	avoir	VINDI3S
surtout	surtout	ADV
compté	compter	VPARPMS
sur	sur	PREP
Eugène	Eugène	NPMS
qui	qui	PRI
,	,	PCTFAIB
après	après	PREP
avoirété	avoirété	NCI
un	un	PIMS
des	de le	DETDPIG
agents	agent	NCMP
les	le	DETDPIG
plus	plus	ADV
actifs	actif	ADJMP
du	de le	DETDMS
coup	coup	NCMS
d'	de	PREP
État	état	NCMS
,	,	PCTFAIB
était	être	VINDI3S
à	à	PREP
cette	ce	DETDEM
heure	heure	NCFS
une	un	DETIFS
puissance	puissance	NCFS
occulte	occulte	ADJSIG
,	,	PCTFAIB
un	un	DETIMS
petit	petit	NCMS
avocat	avocat	NCMS
dans	dans	PREP
lequel	lequel	PRMS
naissait	naître	VINDI3S
un	un	DETIMS
grand	grand	ADJMS
homme	homme	NCMS
politique	politique	NCFS
.	.	PCTFORTE
Mais	mais	COO
,	,	PCTFAIB
par	par	PREP
une	un	DETIFS
superstition	superstition	NCFS
de	de	PREP
joueur	joueur	NCMS
,	,	PCTFAIB
il	il	PPER3S
ne	ne	ADV
voulut	vouloir	VINDPS3S
pas	pas	ADV
aller	aller	VINF
frapper	frapper	VINF
ce	ce	DETDEM
soir	soir	NCMS
-là	là	ADV
à	à	PREP
la	le	DETDFS
porte	porte	NCFS
de	de	PREP
son	son	DETPOSS
frère	frère	NCMS
.	.	PCTFORTE
Il	il	PPER3S
regagna	regagner	VINDPS3S
lentement	lentement	ADV
la	le	DETDFS
rue	rue	NCFS
Saint-	saint-	PCTFORTE
Jacques	Jacques	NPMS
,	,	PCTFAIB
songeant	songer	VPARPRES
à	à	PREP
Eugène	Eugène	NPMS
avec	avec	PREP
une	un	DETIFS
envie	envie	NCFS
sourde	sourd	ADJFS
,	,	PCTFAIB
regardant	regarder	VPARPRES
ses	son	DETPOSS
pauvres	pauvre	ADJPIG
vêtements	vêtement	NCMP
encore	encore	ADV
couverts	couvrir	VPARPMP
de	de	PREP
la	le	DETDFS
poussière	poussière	NCFS
du	de le	DETDMS
voyage	voyage	NCMS
,	,	PCTFAIB
et	et	COO
cherchant	chercher	VPARPRES
à	à	PREP
se	se	PPER3S
consoler	consoler	VINF
en	en	PREP
reprenant	reprendre	VPARPRES
son	son	DETPOSS
rêve	rêve	NCMS
de	de	PREP
richesse	richesse	NCFS
.	.	PCTFORTE
Ce	ce	DETDEM
rêve	rêve	NCMS
lui-même	lui-même	PPER3S
était	être	VINDI3S
devenu	devenir	VPARPMS
amer	amer	ADJMS
.	.	PCTFORTE
Parti	partir	VPARPMS
par	par	PREP
un	un	PIMS
besoin	besoin	NCMS
d'	de	PREP
expansion	expansion	NCFS
,	,	PCTFAIB
mis	mettre	VPARPMS
en	en	PREP
joie	joie	NCFS
par	par	PREP
l'	le	DETDFS
activité	activité	NCFS
boutiquière	boutiquier	ADJFS
de	de	PREP
Paris	Paris	NPHSIG
,	,	PCTFAIB
il	il	PPER3S
rentra	rentrer	VINDPS3S
,	,	PCTFAIB
irrité	irriter	VPARPMS
du	de le	DETDMS
bonheur	bonheur	NCMS
qui	qui	PRI
lui	lui	PPER3S
semblait	sembler	VINDI3S
courir	courir	VINF
les	le	DETDPIG
rues	rue	NCFP
,	,	PCTFAIB
rendu	rendre	VPARPMS
plus	plus	ADV
féroce	féroce	ADJSIG
,	,	PCTFAIB
s'	se	PPER3S
imaginant	imaginer	VPARPRES
des	un	DETDPIG
luttes	lutte	NCFP
acharnées	acharné	ADJFP
,	,	PCTFAIB
dans	dans	PREP
lesquelles	lequel	PRI
il	il	PPER3S
aurait	avoir	VCONP3S
plaisir	plaisir	NCMS
à	à	PREP
battre	battre	VINF
et	et	COO
à	à	PREP
duper	duper	VINF
cette	ce	DETDEM
foule	foule	NCFS
qui	qui	PRI
l'	le	PPER3S
avait	avoir	VINDI3S
coudoyé	coudoyer	VPARPMS
sur	sur	PREP
les	le	DETDPIG
trottoirs	trottoir	NCMP
.	.	PCTFORTE
Jamais	jamais	ADV
il	il	PPER3S
n'	ne	ADV
avait	avoir	VINDI3S
ressenti	ressentir	VPARPMS
des	de le	DETDPIG
appétits	appétit	NCMP
aussi	aussi	ADV
larges	large	ADJPIG
,	,	PCTFAIB
des	de le	DETDPIG
ardeurs	ardeur	NCFP
aussi	aussi	ADV
immédiates	immédiat	ADJFP
de	de	PREP
jouissance	jouissance	NCFS
.	.	PCTFORTE
Le	le	DETDMS
lendemain	lendemain	NCMS
,	,	PCTFAIB
au	à le	DETDMS
jour	jour	NCMS
,	,	PCTFAIB
il	il	PPER3S
était	être	VINDI3S
chez	chez	PREP
son	son	DETPOSS
frère	frère	NCMS
.	.	PCTFORTE
Eugène	Eugène	NPMS
habitait	habiter	VINDI3S
deux	deux	ADJNUM
grandes	grand	ADJFP
pièces	pièce	NCFP
froides	froid	ADJFP
,	,	PCTFAIB
à	à	PREP
peine	peine	NCFS
meublées	meublé	ADJFP
,	,	PCTFAIB
qui	qui	PRI
glacèrent	glacer	VINDPS3P
Aristide	Aristide	NPMS
.	.	PCTFORTE
Il	il	PPER3S
s'	se	PPER3S
attendait	attendre	VINDI3S
à	à	PREP
trouver	trouver	VINF
son	son	DETPOSS
frère	frère	NCMS
vautré	vautrer	VPARPMS
en	en	PREP
plein	plein	ADJMS
luxe	luxe	NCMS
.	.	PCTFORTE
Ce	ce	DETDEM
dernier	dernier	NCMS
travaillait	travailler	VINDI3S
devant	devant	ADV
une	un	DETIFS
petite	petit	ADJFS
table	tabl	NCFS
noire	noir	NCFS
.	.	PCTFORTE
Il	il	PPER3S
se	se	PPER3S
contenta	contenter	VINDPS3S
de	de	PREP
lui	lui	PPER3S
dire	dire	VINF
,	,	PCTFAIB
de	de	PREP
sa	son	DETPOSS
voix	voix	NCFIN
lente	lent	ADJFS
,	,	PCTFAIB
avec	avec	PREP
un	un	DETIMS
sourire	sourire	NCMS
:	:	PCTFORTE
Ah	ah	INT
!	!	PCTFAIB
c'	ce	PDS
est	être	VINDP3S
toi	toi	PPER2S
,	,	PCTFAIB
je	je	PPER1S
t'	te	PPER2S
attendais	attendre	VINDI1S
.	.	PCTFORTE
Aristide	Aristide	NPMS
fut	être	VINDPS3S
très	très	ADV
aigre	aigre	ADJSIG
.	.	PCTFORTE
Il	il	PPER3S
accusa	accuser	VINDPS3S
Eugène	Eugène	NPMS
de	de	PREP
l'	le	DETDMS
avoir	avoir	NCMS
laissé	laisser	VPARPMS
végéter	végéter	VINF
,	,	PCTFAIB
de	de	PREP
ne	ne	ADV
pas	pas	ADV
même	même	ADV
lui	lui	PPER3S
avoir	avoir	VINF
fait	faire	VPARPMS
l'	le	DETDFS
aumône	aumône	NCFS
d'	de	PREP
un	un	DETIMS
bon	bon	ADJMS
conseil	conseil	NCMS
,	,	PCTFAIB
pendant	pendant	PREP
qu'	que	SUB
il	il	PPER3S
pataugeait	patauger	VINDI3S
en	en	PREP
province	province	NCFS
.	.	PCTFORTE
Il	il	PPER3S
ne	ne	ADV
devait	devoir	VINDI3S
jamais	jamais	ADV
se	se	PPER3S
pardonner	pardonner	VINF
d'	de	PREP
être	être	VINF
resté	rester	VPARPMS
républicain	républicain	ADJMS
jusqu'	jusque	PREP
au	à le	DETDMS
2	2	NPMIN
Décembre	décembre	NCMIN
;	;	PCTFORTE
c'	ce	PDS
était	être	VINDI3S
sa	son	DETPOSS
plaie	plaie	NCFS
vive	vif	ADJFS
,	,	PCTFAIB
son	son	DETPOSS
éternelle	éternel	NCFS
confusion	confusion	NCFS
.	.	PCTFORTE
Eugène	Eugène	NPMS
avait	avoir	VINDI3S
tranquillement	tranquillement	ADV
