forme	lemme	catégorie
,	,	PCTFAIB
parce que	parce que	SUB
ça	ça	PDS
me	me	PPER1S
mettrait	mettre	VCONP3S
en	en	PREP
colère	colère	NCFS
...	...	PCTFORTE
Il	il	PPER3S
ne	ne	ADV
s'	se	PPER3S
agit	agir	VINDPS3S
que	que	SUB
de	de	PREP
Florent	Florent	NPHSIG
,	,	PCTFAIB
n'	ne	ADV
est	être	VINDP3S
-ce	ce	PDS
pas	pas	ADV
?	?	PCTFORTE
Eh	eh	NPMS
bien	bien	ADV
,	,	PCTFAIB
je	je	PPER1S
dis	dire	VINDP1S
qu'	que	SUB
il	il	PPER3S
doit	devoir	VINDP3S
absolument	absolument	ADV
accepter	accepter	VINF
la	le	DETDFS
place	place	NCFS
d'	de	PREP
inspecteur	inspecteur	NCMS
.	.	PCTFORTE
Ce	ce	PDS
n'	ne	ADV
est	être	VINDP3S
pas	pas	ADV
ton	ton	NCMS
avis	avis	NCMIN
,	,	PCTFAIB
Quenu	Quenu	NPI
?	?	PCTFORTE
Quenu	Quenu	NPI
,	,	PCTFAIB
qui	qui	PRI
ne	ne	ADV
soufflait	souffler	VINDI3S
mot	mot	NCMS
,	,	PCTFAIB
fut	être	VINDPS3S
très	très	ADV
-ennuyé	ennuyer	VPARPMS
de	de	PREP
la	le	DETDFS
question	question	NCFS
brusque	brusque	ADJSIG
de	de	PREP
sa	son	DETPOSS
femme	femme	NCFS
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
une	un	DETIFS
bonne	bon	ADJFS
place	place	NCFS
,	,	PCTFAIB
dit	dire	VINDP3S
-il	il	PPER3S
sans	sans	PREP
se	se	PPER3S
compromettre	compromettre	VINF
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
comme	comme	SUB
un	un	DETIMS
nouveau	nouveau	ADJMS
silence	silence	NCMS
embarrassé	embarrassé	ADJMS
se	se	PPER3S
faisait	faire	VINDI3S
:	:	PCTFORTE
Je	je	PPER1S
vous	vous	PPER2P
en	en	PPER3S
prie	prier	VINDP1S
,	,	PCTFAIB
laissons	laisser	VIMPP1P
cela	cela	PDS
,	,	PCTFAIB
reprit	reprendre	VINDPS3S
Florent	Florent	NPHSIG
.	.	PCTFORTE
Ma	mon	DETPOSS
résolution	résolution	NCFS
est	être	VINDP3S
bien	bien	ADV
arrêtée	arrêté	ADJFS
.	.	PCTFORTE
J'	je	PPER1S
attendrai	attendre	VINDF1S
.	.	PCTFORTE
Vous	vous	PPER2P
attendrez	attendre	VINDF2P
!	!	PCTFAIB
s'	se	PPER3S
écria	écrier	VINDPS3S
Lisa	Lisa	NPFS
perdant	perdant	ADJMS
patience	patience	NCFS
.	.	PCTFORTE
Deux	deux	ADJNUM
flammes	flamme	NCFP
roses	rose	ADJPIG
étaient	être	VINDI3P
montées	monter	VPARPFP
à	à	PREP
ses	son	DETPOSS
joues	joue	NCFP
.	.	PCTFORTE
Les	le	DETDPIG
hanches	hanche	NCFP
élargies	élargi	ADJFP
,	,	PCTFAIB
plantée	planter	VPARPFS
debout	debout	ADV
dans	dans	PREP
son	son	DETPOSS
tablier	tablier	NCMS
blanc	blanc	ADJMS
,	,	PCTFAIB
elle	elle	PPER3S
se	se	PPER3S
contenait	contenir	VINDI3S
pour	pour	PREP
ne	ne	ADV
pas	pas	ADV
laisser	laisser	VINF
échapper	échapper	VINF
une	un	DETIFS
mauvaise	mauvais	ADJFS
parole	parole	NCFS
.	.	PCTFORTE
Une	un	DETIFS
nouvelle	nouveau	ADJFS
personne	personne	NCFS
entra	entrer	VINDPS3S
,	,	PCTFAIB
qui	qui	PRI
détourna	détourner	VINDPS3S
sa	son	DETPOSS
colère	colère	NCFS
.	.	PCTFORTE
C'	ce	PDS
était	être	VINDI3S
madame	madame	NCFIN
Lecoeur	Lecoeur	NPI
.	.	PCTFORTE
Pourriez	pouvoir	VCONP2P
-vous	vous	PPER2P
me	me	PPER1S
donner	donner	VINF
une	un	DETIFS
assiette	assiette	NCFS
assortie	assortir	VPARPFS
d'	de	PREP
une	un	DETIFS
demi-livre	demi-livre	NCSIG
,	,	PCTFAIB
à	à	PREP
cinquante	cinquante	ADJNUM
sous	sou	NCMP
la	le	DETDFS
livre	livre	NCFS
?	?	PCTFAIB
demanda	demander	VINDPS3S
-t	t	NCFS
-elle	elle	PPER3S
.	.	PCTFORTE
Elle	elle	PPER3S
feignit	feindre	VINDPS3S
d' abord	d'abord	ADV
de	de	PREP
ne	ne	ADV
pas	pas	ADV
voir	voir	VINF
son	son	DETPOSS
beau-frère	beau-frère	NCMS
;	;	PCTFORTE
puis	puis	COO
,	,	PCTFAIB
elle	elle	PPER3S
le	le	DETDMS
salua	saluer	VINDPS3S
d'	de	PREP
un	un	DETIMS
signe	signe	NCMS
de	de	PREP
tête	tête	NCFS
,	,	PCTFAIB
sans	sans	PREP
parler	parler	VINF
.	.	PCTFORTE
Elle	elle	PPER3S
examinait	examiner	VINDI3S
les	le	DETDPIG
trois	trois	ADJNUM
hommes	homme	NCMP
de	de	PREP
la	le	DETDFS
tête	tête	NCFS
aux	à le	DETDPIG
pieds	pied	NCMP
,	,	PCTFAIB
espérant	espérer	VPARPRES
sans	sans	PREP
doute	doute	NCMS
surprendre	surprendre	VINF
leur	leur	DETPOSS
secret	secret	NCMS
,	,	PCTFAIB
à	à	PREP
la	le	DETDFS
façon	façon	NCFS
dont	dont	PRI
ils	il	PPER3P
attendaient	attendre	VINDI3P
qu'	que	SUB
elle	elle	PPER3S
ne	ne	ADV
fût	être	VSUBI3S
plus	plus	ADV
là	là	ADV
.	.	PCTFORTE
Elle	elle	PPER3S
sentait	sentir	VINDI3S
qu'	que	SUB
elle	elle	PPER3S
les	le	PPER3P
dérangeait	déranger	VINDI3S
;	;	PCTFORTE
cela	cela	PDS
la	le	PPER3S
rendait	rendre	VINDI3S
plus	plus	ADV
anguleuse	anguleux	ADJFS
,	,	PCTFAIB
plus	plus	ADV
aigre	aigre	ADJSIG
,	,	PCTFAIB
dans	dans	PREP
ses	son	DETPOSS
jupes	jupe	NCFP
tombantes	tombant	ADJFP
,	,	PCTFAIB
avec	avec	PREP
ses	son	DETPOSS
grands	grand	ADJMP
bras	bras	NCMIN
d'	de	PREP
araignée	araignée	NCFS
,	,	PCTFAIB
ses	son	DETPOSS
mains	main	NCFP
nouées	noué	ADJFP
qu'	que	PRI
elle	elle	PPER3S
tenait	tenir	VINDI3S
sous	sous	PREP
son	son	DETPOSS
tablier	tablier	NCMS
.	.	PCTFORTE
Comme	comme	SUB
elle	elle	PPER3S
avait	avoir	VINDI3S
une	un	DETIFS
légère	léger	ADJFS
toux	toux	NCFIN
:	:	PCTFORTE
Est-ce que	est-ce que	ADV
vous	vous	PPER2P
êtes	être	VINDP2P
enrhumée	enrhumer	VPARPFS
?	?	PCTFAIB
dit	dire	VINDPS3S
Gavard	Gavard	NPI
gêné	gêner	VPARPMS
par	par	PREP
le	le	DETDMS
silence	silence	NCMS
.	.	PCTFORTE
Elle	elle	PPER3S
répondit	répondre	VINDPS3S
un	un	DETIMS
non	non	ADV
bien	bien	ADV
sec	sec	ADJMS
.	.	PCTFORTE
Aux	à le	DETDPIG
endroits	endroit	NCMP
où	où	PRI
les	le	DETDPIG
os	os	NCMIN
perçaient	percer	VINDI3P
son	son	NCMS
visage	visage	NCMS
,	,	PCTFAIB
la	le	DETDFS
peau	peau	NCFS
,	,	PCTFAIB
tendue	tendu	ADJFS
,	,	PCTFAIB
était	être	VINDI3S
d'	de	PREP
un	un	DETIMS
rouge	rouge	NCSIG
brique	brique	ADJINV
,	,	PCTFAIB
et	et	COO
la	le	DETDFS
flamme	flamme	NCFS
sourde	sourd	ADJFS
qui	qui	PRI
brûlait	brûler	VINDI3S
ses	son	DETPOSS
paupières	paupière	NCFP
,	,	PCTFAIB
annonçait	annoncer	VINDI3S
quelque	quelque	ADJIND
maladie	maladie	NCFS
de	de	PREP
foie	foie	NCMS
,	,	PCTFAIB
couvant	couver	VPARPRES
dans	dans	PREP
ses	son	DETPOSS
aigreurs	aigreur	NCFP
jalouses	jalouse	ADJFP
.	.	PCTFORTE
Elle	elle	PPER3S
se	se	PPER3S
retourna	retourner	VINDPS3S
vers	vers	PREP
le	le	DETDMS
comptoir	comptoir	NCMS
,	,	PCTFAIB
suivit	suivre	VINDPS3S
chaque	chaque	ADJIND
geste	geste	NCMS
de	de	PREP
Lisa	Lisa	NPFS
qui	qui	PRI
la	le	PPER3S
servait	servir	VINDI3S
,	,	PCTFAIB
de	de	PREP
cet	ce	DETDEM
oeil	oeil	NCMS
méfiant	méfier	VPARPRES
d'	de	PREP
une	un	DETIFS
cliente	client	NCFS
persuadée	persuadé	ADJFS
qu'	que	PRI
on	on	PPER3S
va	aller	VINDP3S
la	le	PPER3S
voler	voler	VINF
.	.	PCTFORTE
Ne	ne	ADV
me	me	PPER1S
donnez	donner	VIMPP2P
pas	pas	ADV
de	de	PREP
cervelas	cervelas	NCMIN
,	,	PCTFAIB
dit	dire	VINDP3S
-elle	elle	PPER3S
,	,	PCTFAIB
je	je	PPER1S
n'	ne	ADV
aime	aimer	VINDP1S
pas	pas	ADV
ça	ça	PDS
.	.	PCTFORTE
Lisa	Lisa	NPFS
avait	avoir	VINDI3S
pris	prendre	VPARPMS
un	un	DETIMS
couteau	couteau	NCMS
mince	mince	ADJSIG
et	et	COO
coupait	couper	VINDI3S
des	un	DETDPIG
tranches	tranche	NCFP
de	de	PREP
saucisson	saucisson	NCMS
.	.	PCTFORTE
Elle	elle	PPER3S
passa	passer	VINDPS3S
au	à le	DETDMS
jambon	jambon	NCMS
fumé	fumé	ADJMS
et	et	COO
au	à le	DETDMS
jambon	jambon	NCMS
ordinaire	ordinaire	ADJSIG
,	,	PCTFAIB
détachant	détacher	VPARPRES
des	un	DETDPIG
filets	filet	NCMP
délicats	délicat	ADJMP
,	,	PCTFAIB
un	un	DETIMS
peu	peu	NCMIN
courbée	courbé	ADJFS
,	,	PCTFAIB
les	le	DETDPIG
yeux	oeil	NCMP
sur	sur	PREP
le	le	DETDMS
couteau	couteau	NCMS
.	.	PCTFORTE
Ses	son	DETPOSS
mains	main	NCFP
potelées	potelé	ADJFP
,	,	PCTFAIB
d'	de	PREP
un	un	DETIMS
rose	rose	NCSIG
vif	vif	ADJMS
,	,	PCTFAIB
qui	qui	PRI
touchaient	toucher	VINDI3P
aux	à le	DETDPIG
viandes	viande	NCFP
avec	avec	PREP
des	de le	DETDPIG
légèretés	légèreté	NCFP
molles	mou,mol	ADJFP
,	,	PCTFAIB
en	en	PPER3S
gardaient	garder	VINDI3P
une	un	DETIFS
sorte	sorte	NCFS
de	de	PREP
souplesse	souplesse	NCFS
grasse	gras	ADJFS
,	,	PCTFAIB
des	de le	DETDPIG
doigts	doigt	NCMP
ventrus	ventru	ADJMP
aux	à le	DETDPIG
phalanges	phalange	NCFP
.	.	PCTFORTE
Elle	elle	PPER3S
avança	avancer	VINDPS3S
une	un	DETIFS
terrine	terrine	NCFS
,	,	PCTFAIB
en	en	PREP
demandant	demander	VPARPRES
:	:	PCTFORTE
Vous	vous	PPER2P
voulez	vouloir	VINDP2P
du	du	DETDMS
veau	veau	NCMS
piqué	piqué	ADJMS
,	,	PCTFAIB
n'	ne	ADV
est	être	VINDP3S
-ce	ce	PDS
pas	pas	ADV
?	?	PCTFORTE
Madame	madame	NCFIN
Lecoeur	Lecoeur	NPI
parut	paraître	VINDPS3S
se	se	PPER3S
consulter	consulter	VINF
longuement	longuement	ADV
;	;	PCTFORTE
puis	puis	COO
elle	elle	PPER3S
accepta	accepter	VINDPS3S
.	.	PCTFORTE
La	le	DETDFS
charcutière	charcutier	NCFS
coupait	couper	VINDI3S
maintenant	maintenant	ADV
dans	dans	PREP
des	de le	DETDPIG
terrines	terrine	NCFP
.	.	PCTFORTE
Elle	elle	PPER3S
prenait	prendre	VINDI3S
sur	sur	PREP
le	le	DETDMS
bout	bout	NCMS
d'	de	PREP
un	un	DETIMS
couteau	couteau	NCMS
à	à	PREP
large	large	ADJSIG
lame	lam	NCFS
des	de le	DETDPIG
tranches	tranche	NCFP
de	de	PREP
veau	veau	NCMS
piqué	piqué	ADJMS
et	et	COO
de	de	PREP
pâté	pâté	NCMS
de	de	PREP
lièvre	lièvre	NCMS
.	.	PCTFORTE
Et	et	COO
elle	elle	PPER3S
posait	poser	VINDI3S
chaque	chaque	ADJIND
tranche	tranche	NCFS
au	à le	DETDMS
milieu	milieu	NCMS
de	de	PREP
la	le	DETDFS
feuille	feuille	NCFS
de	de	PREP
papier	papier	NCMS
,	,	PCTFAIB
sur	sur	PREP
les	le	DETDPIG
balances	balance	NCFP
.	.	PCTFORTE
Vous	vous	PPER2P
ne	ne	ADV
me	me	PPER1S
donnez	donner	VINDP2P
pas	pas	ADV
de	de	PREP
la	le	DETDFS
hure	hure	NCHFS
aux	à le	DETDPIG
pistaches	pistache	NCFP
?	?	PCTFAIB
fit	faire	VINDPS3S
remarquer	remarquer	VINF
madame	madame	NCFIN
Lecoeur	Lecoeur	NPI
,	,	PCTFAIB
de	de	PREP
sa	son	DETPOSS
voix	voix	NCFIN
mauvaise	mauvais	ADJFS
.	.	PCTFORTE
Elle	elle	PPER3S
dut	devoir	VINDPS3S
donner	donner	VINF
de	de	PREP
la	le	DETDFS
hure	hure	NCHFS
aux	à le	DETDPIG
pistaches	pistache	NCFP
.	.	PCTFORTE
Mais	mais	COO
la	le	DETDFS
marchande	marchand	NCFS
de	de	PREP
beurre	beurre	NCMS
devenait	devenir	VINDI3S
exigeante	exigeant	ADJFS
.	.	PCTFORTE
Elle	elle	PPER3S
voulut	vouloir	VINDPS3S
deux	deux	ADJNUM
tranches	tranche	NCFP
de	de	PREP
galantine	galantine	NCFS
;	;	PCTFORTE
elle	elle	PPER3S
aimait	aimer	VINDI3S
ça	ça	PDS
.	.	PCTFORTE
Lisa	Lisa	NPFS
,	,	PCTFAIB
irritée	irriter	VPARPFS
déjà	déjà	ADV
,	,	PCTFAIB
jouant	jouer	VPARPRES
d'	de	PREP
impatience	impatience	NCFS
avec	avec	PREP
le	le	DETDMS
manche	manche	NCMS
des	de le	DETDPIG
couteaux	couteau	NCMP
,	,	PCTFAIB
eut	avoir	VINDPS3S
beau	beau	ADV
lui	lui	PPER3S
dire	dire	VINF
que	que	SUB
la	le	DETDFS
galantine	galantine	NCFS
était	être	VINDI3S
truffée	truffer	VPARPFS
,	,	PCTFAIB
qu'	que	SUB
elle	elle	PPER3S
ne	ne	ADV
pouvait	pouvoir	VINDI3S
en	en	PPER3S
mettre	mettre	VINF
que	que	SUB
dans	dans	PREP
les	le	DETDPIG
assiettes	assiette	NCFP
assorties	assortir	VPARPFP
à	à	PREP
trois	trois	ADJNUM
francs	franc	NCMP
la	le	DETDFS
livre	livre	NCMS
.	.	PCTFORTE
L'	le	DETDMS
autre	autre	PISIG
continuait	continuer	VINDI3S
à	à	PREP
fouiller	fouiller	VINF
les	le	DETDPIG
plats	plat	NCMP
,	,	PCTFAIB
cherchant	chercher	VPARPRES
ce	ce	PDS
qu'	que	PRI
elle	elle	PPER3S
allait	aller	VINDI3S
demander	demander	VINF
encore	encore	ADV
.	.	PCTFORTE
Quand	quand	SUB
l'	le	DETDFS
assiette	assiette	NCFS
assortie	assorti	ADJFS
fut	être	VINDPS3S
pesée	peser	VPARPFS
,	,	PCTFAIB
il	il	PPER3S
fallut	falloir	VINDPS3S
que	que	SUB
la	le	DETDFS
charcutière	charcutier	NCFS
ajoutât	ajouter	VSUBI3S
de	de	PREP
la	le	DETDFS
gelée	gelée	NCFS
et	et	COO
des	un	DETDPIG
cornichons	cornichon	NCMP
.	.	PCTFORTE
Le	le	DETDMS
bloc	bloc	NCMS
de	de	PREP
gelée	gelée	NCFS
,	,	PCTFAIB
qui	qui	PRI
avait	avoir	VINDI3S
la	le	DETDFS
forme	forme	NCFS
d'	de	PREP
un	un	DETIMS
gâteau	gâteau	NCMS
de	de	PREP
Savoie	Savoie	NPSIG
,	,	PCTFAIB
au	à le	DETDMS
milieu	milieu	NCMS
d'	de	PREP
une	un	PIFS
plaque	plaque	NCFS
de	de	PREP
porcelaine	porcelaine	NCFS
,	,	PCTFAIB
trembla	trembler	VINDPS3S
sous	sous	PREP
sa	son	DETPOSS
main	main	NCFS
brutale	brutal	ADJFS
de	de	PREP
colère	colère	NCFS
;	;	PCTFORTE
et	et	COO
elle	elle	PPER3S
fit	faire	VINDPS3S
jaillir	jaillir	VINF
le	le	DETDMS
vinaigre	vinaigre	NCMS
,	,	PCTFAIB
en	en	PREP
prenant	prendre	VPARPRES
,	,	PCTFAIB
du	de le	DETDMS
bout	bout	NCMS
des	de le	DETDPIG
doigts	doigt	NCMP
,	,	PCTFAIB
deux	deux	ADJNUM
gros	gros	NCMIN
cornichons	cornichon	NCMP
dans	dans	PREP
le	le	DETDMS
pot	pot	NCMS
,	,	PCTFAIB
derrière	derrière	PREP
l'	le	DETDFS
étuve	étuve	NCFS
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
vingt-cinq	vingt-cinq	ADJNUM
sous	sou	NCMP
,	,	PCTFAIB
n'	ne	ADV
est	être	VINDP3S
-ce	ce	PDS
pas	pas	ADV
?	?	PCTFAIB
dit	dire	VINDPS3S
madame	madame	NCFIN
Lecoeur	Lecoeur	NPI
,	,	PCTFAIB
sans	sans	PREP
se	se	PPER3S
presser	presser	VINF
.	.	PCTFORTE
Elle	elle	PPER3S
voyait	voir	VINDI3S
parfaitement	parfaitement	ADV
la	le	DETDFS
sourde	sourd	ADJFS
irritation	irritation	NCFS
de	de	PREP
Lisa	Lisa	NPFS
.	.	PCTFORTE
Elle	elle	PPER3S
en	en	PPER3S
jouissait	jouir	VINDI3S
,	,	PCTFAIB
tirant	tirer	VPARPRES
sa	son	DETPOSS
monnaie	monnaie	NCFS
avec	avec	PREP
lenteur	lenteur	NCFS
,	,	PCTFAIB
comme	comme	SUB
perdue	perdre	VPARPFS
dans	dans	PREP
les	le	DETDPIG
gros	gros	NCMIN
sous	sous	PREP
de	de	PREP
sa	son	DETPOSS
poche	poche	NCSIG
.	.	PCTFORTE
Elle	elle	PPER3S
regardait	regarder	VINDI3S
Gavard	Gavard	NPI
en	en	PREP
dessous	dessous	ADV
,	,	PCTFAIB
goûtait	goûter	VINDI3S
le	le	DETDMS
silence	silence	NCMS
embarrassé	embarrassé	ADJMS
que	que	SUB
sa	son	DETPOSS
présence	présence	NCFS
prolongeait	prolonger	VINDI3S
,	,	PCTFAIB
jurant	jurer	VPARPRES
qu'	que	SUB
elle	elle	PPER3S
ne	ne	ADV
s'	se	PPER3S
en	en	PPER3S
irait	aller	VCONP3S
pas	pas	ADV
,	,	PCTFAIB
puisqu'	puisque	SUB
on	on	PPER3S
faisait	faire	VINDI3S
des	un	DETDPIG
cachoteries	cachoteries	NCI
avec	avec	PREP
elle	elle	PPER3S
.	.	PCTFORTE
La	le	DETDFS
charcutière	charcutier	NCFS
lui	lui	PPER3S
mit	mettre	VINDPS3S
enfin	enfin	ADV
son	son	DETPOSS
paquet	paquet	NCMS
dans	dans	PREP
la	le	DETDFS
main	main	NCFS
,	,	PCTFAIB
et	et	COO
elle	elle	PPER3S
dut	devoir	VINDPS3S
se	se	PPER3S
retirer	retirer	VINF
.	.	PCTFORTE
Elle	elle	PPER3S
s'	se	PPER3S
en	en	ADV
alla	aller	VINDPS3S
,	,	PCTFAIB
sans	sans	PREP
dire	dire	VINF
un	un	DETIMS
mot	mot	NCMS
,	,	PCTFAIB
avec	avec	PREP
un	un	DETIMS
long	long	ADJMS
regard	regard	NCMS
,	,	PCTFAIB
tout	tout	ADV
autour	autour	ADV
de	de	PREP
la	le	DETDFS
boutique	boutique	NCFS
.	.	PCTFORTE
Quand	quand	SUB
elle	elle	PPER3S
ne	ne	ADV
fut	être	VINDPS3S
plus	plus	ADV
là	là	ADV
,	,	PCTFAIB
Lisa	Lisa	NPFS
éclata	éclater	VINDPS3S
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
encore	encore	ADV
la	le	DETDFS
Saget	Saget	NPI
qui	qui	PRI
nous	nous	PPER1P
l'	le	PPER3S
a	avoir	VINDP3S
envoyée	envoyer	VPARPFS
,	,	PCTFAIB
celle-là	celui-là	PDS
!	!	PCTFORTE
Est-ce que	est-ce que	ADV
cette	ce	DETDEM
vieille	vieux	ADJFS
gueuse	gueux	NCFS
va	aller	VINDP3S
faire	faire	VINF
défiler	défiler	VINF
toutes	tout	ADJFP
les	le	DETDPIG
Halles	halle	NCFP
ici	ici	ADV
,	,	PCTFAIB
pour	pour	PREP
savoir	savoir	VINF
ce	ce	PDS
que	que	PRI
nous	nous	PPER1P
disons	dire	VINDP1P
!	!	PCTFORTE
Et	et	COO
comme	comme	SUB
elles	il	PPER3P
sont	être	VINDP3P
malignes	malin	ADJFP
!	!	PCTFORTE
A	avoir	VINDP3S
-t	t	NCFS
-on	on	PPER3S
jamais	jamais	ADV
vu	vu	ADJMS
acheter	acheter	VINF
des	un	DETDPIG
côtelettes	côtelette	NCFP
panées	pané	ADJFP
et	et	COO
des	un	DETDPIG
assiettes	assiette	NCFP
assorties	assortir	VPARPFP
à	à	PREP
cinq	cinq	ADJNUM
heures	heure	NCFP
du	de le	DETDMS
soir	soir	NCMS
!	!	PCTFORTE
Elles	il	PPER3P
se	se	PPER3S
donneraient	donner	VCONP3P
des	un	DETDPIG
indigestions	indigestion	NCFP
,	,	PCTFAIB
plutôt	plutôt	ADV
que	que	SUB
de	de	PREP
ne	ne	ADV
pas	pas	ADV
savoir	savoir	VINF
...	...	PCTFORTE
Par	par	PREP
exemple	exemple	NCMS
,	,	PCTFAIB
si	si	ADV
la	le	DETDFS
Saget	Saget	NPI
m'	me	PPER1S
en	en	PPER3S
renvoie	renvoyer	VINDP1S
une	un	DETIFS
autre	autre	PISIG
,	,	PCTFAIB
vous	vous	PPER2P
allez	aller	VINDP2P
voir	voir	VINF
comme	comme	SUB
je	je	PPER1S
la	le	PPER3S
recevrai	recevoir	VINDF1S
.	.	PCTFORTE
Ce	ce	PDS
serait	être	VCONP3S
ma	mon	DETPOSS
soeur	soeur	NCFS
,	,	PCTFAIB
que	que	SUB
je	je	PPER1S
la	le	DETDFS
flanquerais	flanquer	VCONP1S
à	à	PREP
la	le	DETDFS
porte	porte	NCFS
.	.	PCTFORTE
Devant	devant	PREP
la	le	DETDFS
colère	colère	NCFS
de	de	PREP
Lisa	Lisa	NPFS
,	,	PCTFAIB
les	le	DETDPIG
trois	trois	ADJNUM
hommes	homme	NCMP
se	se	PPER3S
taisaient	taire	VINDI3P
.	.	PCTFORTE
Gavard	Gavard	NPI
était	être	VINDI3S
venu	venir	VPARPMS
s'	se	PPER3S
accouder	accouder	VINF
sur	sur	PREP
la	le	DETDFS
balustrade	balustrade	NCFS
de	de	PREP
l'	le	DETDMS
étalage	étalage	NCMS
,	,	PCTFAIB
à	à	PREP
rampe	rampe	NCFS
de	de	PREP
cuivre	cuivre	NCMS
;	;	PCTFORTE
il	il	PPER3S
s'	se	PPER3S
absorbait	absorber	VINDI3S
,	,	PCTFAIB
faisait	faire	VINDI3S
tourner	tourner	VINF
un	un	PIMS
des	de le	DETDPIG
balustres	balustre	NCMP
de	de	PREP
cristal	cristal	NCMS
taillé	tailler	VPARPMS
,	,	PCTFAIB
détaché	détacher	VPARPMS
de	de	PREP
sa	son	DETPOSS
tringle	tringle	NCFS
de	de	PREP
laiton	laiton	NCMS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
levant	levant	NCMS
la	le	PPER3S
tète	téter	VINDP3S
:	:	PCTFORTE
Moi	moi	PPER1S
,	,	PCTFAIB
dit	dire	VINDP3S
-il	il	PPER3S
,	,	PCTFAIB
j'	je	PPER1S
avais	avoir	VINDI1S
regardé	regarder	VPARPMS
ça	ça	PDS
comme	comme	SUB
une	un	DETIFS
farce	farc	NCFS
.	.	PCTFORTE
Quoi	quoi	PRI
donc	donc	COO
?	?	PCTFAIB
demanda	demander	VINDPS3S
Lisa	Lisa	NPFS
encore	encore	ADV
toute	tout	ADJFS
secouée	secoué	ADJFS
.	.	PCTFORTE
La	le	DETDFS
place	place	NCFS
d'	de	PREP
inspecteur	inspecteur	NCMS
à	à	PREP
la	le	DETDFS
marée	marée	NCFS
.	.	PCTFORTE
Elle	elle	PPER3S
leva	lever	VINDPS3S
les	le	DETDPIG
mains	main	NCFP
,	,	PCTFAIB
regarda	regarder	VINDPS3S
Florent	Florent	NPHSIG
une	un	DETIFS
dernière	dernier	ADJFS
fois	fois	NCFIN
,	,	PCTFAIB
s'	se	PPER3S
assit	asseoir	VINDPS3S
sur	sur	PREP
la	le	DETDFS
banquette	banquette	NCFS
rembourrée	rembourré	ADJFS
du	de le	DETDMS
comptoir	comptoir	NCMS
,	,	PCTFAIB
ne	ne	ADV
desserra	desserrer	VINDPS3S
plus	plus	ADV
les	le	DETDPIG
dents	dent	NCFP
.	.	PCTFORTE
Gavard	Gavard	NPI
expliquait	expliquer	VINDI3S
tout	tout	ADV
au	à le	DETDMS
long	long	NCMS
son	son	DETPOSS
idée	idée	NCFS
:	:	PCTFORTE
le	le	DETDMS
plus	plus	ADV
attrapé	attraper	VPARPMS
,	,	PCTFAIB
en	en	PREP
somme	somme	NCSIG
,	,	PCTFAIB
ça	ça	PDS
serait	être	VCONP3S
le	le	DETDMS
gouvernement	gouvernement	NCMS
qui	qui	PRI
donnerait	donner	VCONP3S
ses	son	DETPOSS
écus	écu	NCMP
.	.	PCTFORTE
Il	il	PPER3S
répétait	répéter	VINDI3S
avec	avec	PREP
complaisance	complaisance	NCFS
:	:	PCTFORTE
Mon	mon	DETPOSS
cher	cher	ADJMS
,	,	PCTFAIB
ces	ce	DETDEM
gueux	gueux	NCMIN
-là	là	ADV
vous	vous	PPER2P
ont	avoir	VINDP3P
laissé	laisser	VPARPMS
crever	crever	VINF
de	de	PREP
faim	faim	NCFS
,	,	PCTFAIB
n'	ne	ADV
est	être	VINDP3S
-ce	ce	PDS
pas	pas	ADV
?	?	PCTFORTE
Eh	eh	NPMS
bien	bien	ADV
,	,	PCTFAIB
il	il	PPER3S
faut	falloir	VINDP3S
vous	vous	PPER2P
faire	faire	VINF
nourrir	nourrir	VINF
par	par	PREP
eux	lui	PPER3P
,	,	PCTFAIB
maintenant	maintenant	ADV
...	...	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
très	très	ADV
-fort	fort	ADJMS
,	,	PCTFAIB
ça	ça	PDS
m'	me	PPER1S
a	avoir	VINDP3S
séduit	séduire	VPARPMS
tout	tout	ADV
de	de	PREP
suite	suite	NCFS
.	.	PCTFORTE
Florent	Florent	NPMS
souriait	sourire	VINDI3S
,	,	PCTFAIB
disait	dire	VINDI3S
toujours	toujours	ADV
non	non	ADV
.	.	PCTFORTE
Quenu	Quenu	NPI
,	,	PCTFAIB
pour	pour	PREP
faire	faire	VINF
plaisir	plaisir	NCMS
à	à	PREP
sa	son	DETPOSS
femme	femme	NCFS
,	,	PCTFAIB
tenta	tenter	VINDPS3S
de	de	PREP
trouver	trouver	VINF
de	de	PREP
bons	bon	ADJMP
conseils	conseil	NCMP
.	.	PCTFORTE
Mais	mais	COO
celle-ci	celui-ci	PDS
semblait	sembler	VINDI3S
ne	ne	ADV
plus	plus	ADV
écouter	écouter	VINF
.	.	PCTFORTE
Depuis	depuis	PREP
un	un	DETIMS
instant	instant	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
regardait	regarder	VINDI3S
avec	avec	PREP
attention	attention	NCFS
du	du	DETDMS
côté	côté	NCMS
des	un	DETDPIG
Halles	halle	NCFP
.	.	PCTFORTE
Brusquement	brusquement	ADV
,	,	PCTFAIB
elle	elle	PPER3S
