forme	lemme	catégorie
lui	lui	PPER3S
et	et	COO
les	le	DETDPIG
autres	autre	ADJPIG
ensemble	ensemble	ADV
.	.	PCTFORTE
Mais	mais	COO
elle	elle	PPER3S
était	être	VINDI3S
liée	lier	VPARPFS
,	,	PCTFAIB
elle	elle	PPER3S
ne	ne	ADV
voulait	vouloir	VINDI3S
pas	pas	ADV
compromettre	compromettre	VINF
la	le	DETDFS
position	position	NCFS
si	si	ADV
laborieusement	laborieusement	ADV
acquise	acquis	ADJFS
.	.	PCTFORTE
En	en	PREP
voyant	voir	VPARPRES
toute	tout	ADJFS
la	le	DETDFS
ville	ville	NCFS
accabler	accabler	VINF
Aristide	Aristide	NPMS
,	,	PCTFAIB
elle	elle	PPER3S
pensait	penser	VINDI3S
avec	avec	PREP
désespoir	désespoir	NCMS
que	que	SUB
le	le	DETDMS
malheureux	malheureux	NCMIN
se	se	PPER3S
perdait	perdre	VINDI3S
.	.	PCTFORTE
A	avoir	VINDP3S
deux	deux	ADJNUM
reprises	reprise	NCFP
,	,	PCTFAIB
elle	elle	PPER3S
l'	le	PPER3S
entretint	entretenir	VINDPS3S
secrètement	secrètement	ADV
,	,	PCTFAIB
le	le	PPER3S
conjurant	conjurer	VPARPRES
de	de	PREP
revenir	revenir	VINF
à	à	PREP
eux	lui	PPER3P
,	,	PCTFAIB
de	de	PREP
ne	ne	ADV
pas	pas	ADV
irriter	irriter	VINF
davantage	davantage	ADV
le	le	DETDMS
salon	salon	NCMS
jaune	jaune	ADJSIG
.	.	PCTFORTE
Aristide	Aristide	NPMS
lui	lui	PPER3S
répondit	répondre	VINDPS3S
qu'	que	SUB
elle	elle	PPER3S
n'	ne	ADV
entendait	entendre	VINDI3S
rien	rien	PII
à	à	PREP
ces	ce	DETDEM
choses	chose	NCFP
-là	là	ADV
,	,	PCTFAIB
et	et	COO
que	que	ADV
c'	ce	PDS
était	être	VINDI3S
elle	elle	PPER3S
qui	qui	PRI
avait	avoir	VINDI3S
commis	commettre	VPARPMS
une	un	DETIFS
grande	grand	ADJFS
faute	faute	NCFS
en	en	PREP
mettant	mettre	VPARPRES
son	son	DETPOSS
mari	mari	NCMS
au	à le	DETDMS
service	service	NCMS
du	de le	DETDMS
marquis	marquis	NCMIN
.	.	PCTFORTE
Elle	elle	PPER3S
dut	devoir	VINDPS3S
l'	le	PPER3S
abandonner	abandonner	VINF
,	,	PCTFAIB
se	se	PPER3S
promettant	promettre	VPARPRES
bien	bien	ADV
,	,	PCTFAIB
si	si	SUB
Eugène	Eugène	NPMS
réussissait	réussir	VINDI3S
,	,	PCTFAIB
de	de	PREP
le	le	PPER3S
forcer	forcer	VINF
à	à	PREP
partager	partager	VINF
la	le	DETDFS
proie	proie	NCFS
avec	avec	PREP
le	le	DETDMS
pauvre	pauvre	ADJSIG
garçon	garçon	NCMS
,	,	PCTFAIB
qui	qui	PRI
restait	rester	VINDI3S
son	son	DETPOSS
enfant	enfant	NCSIG
préféré	préféré	ADJMS
.	.	PCTFORTE
Après	après	PREP
le	le	DETDMS
départ	départ	NCMS
de	de	PREP
son	son	DETPOSS
fils	fils	NCMIN
aîné	aîné	ADJMS
,	,	PCTFAIB
Pierre	Pierre	NPMS
Rougon	Rougon	NPHSIG
continua	continuer	VINDPS3S
à	à	PREP
vivre	vivre	VINF
en	en	PREP
pleine	plein	ADJFS
réaction	réaction	NCFS
.	.	PCTFORTE
Rien	rien	PII
ne	ne	ADV
parut	paraître	VINDPS3S
changé	changer	VPARPMS
dans	dans	PREP
les	le	DETDPIG
opinions	opinion	NCFP
du	de le	DETDMS
fameux	fameux	ADJMIN
salon	salon	NCMS
jaune	jaune	ADJSIG
.	.	PCTFORTE
Chaque	chaque	ADJIND
soir	soir	NCMS
,	,	PCTFAIB
les	le	DETDPIG
mêmes	même	ADJPIG
hommes	homme	NCMP
vinrent	venir	VINDPS3P
y	y	PPER3S
faire	faire	VINF
la	le	DETDFS
même	même	ADJSIG
propagande	propagande	NCFS
en	en	PREP
faveur	faveur	NCFS
d'	de	PREP
une	un	DETIFS
monarchie	monarchie	NCFS
,	,	PCTFAIB
et	et	COO
le	le	DETDMS
maître	maître	NCMS
du	de le	DETDMS
logis	logis	NCMIN
les	le	PPER3P
approuva	approuver	VINDPS3S
et	et	COO
les	le	PPER3P
aida	aider	VINDPS3S
avec	avec	PREP
autant	autant	ADV
de	de	PREP
zèle	zèle	NCMS
que	que	SUB
par	par	PREP
le	le	DETDMS
passé	passé	NCMS
.	.	PCTFORTE
Eugène	Eugène	NPMS
avait	avoir	VINDI3S
quitté	quitter	VPARPMS
Plassans	Plassans	NPI
le	le	DETDMS
10	10	ADJNUM
mai	mai	NCMIN
.	.	PCTFORTE
Quelques	quelque	ADJIND
jours	jour	NCMP
plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
le	le	DETDMS
salon	salon	NCMS
jaune	jaune	ADJSIG
était	être	VINDI3S
dans	dans	PREP
l'	le	DETDMS
enthousiasme	enthousiasme	NCMS
.	.	PCTFORTE
On	on	PPER3S
y	y	ADV
commentait	commenter	VINDI3S
la	le	DETDFS
lettre	lettre	NCFS
du	de le	DETDMS
président	président	NCMS
de	de	PREP
la	le	DETDFS
République	république	NCFS
au	à le	DETDMS
général	général	NCMS
Oudinot	Oudinot	NPMS
,	,	PCTFAIB
dans	dans	PREP
laquelle	lequel	PRFS
le	le	DETDMS
siège	siège	NCMS
de	de	PREP
Rome	Rome	NPHSIG
était	être	VINDI3S
décidé	décider	VPARPMS
.	.	PCTFORTE
Cette	ce	DETDEM
lettre	lettre	NCFS
fut	être	VINDPS3S
regardée	regarder	VPARPFS
comme	comme	SUB
une	un	DETIFS
victoire	victoire	NCFS
éclatante	éclatant	ADJFS
,	,	PCTFAIB
due	devoir	VPARPFS
à	à	PREP
la	le	DETDFS
ferme	ferme	ADJSIG
attitude	attitude	NCFS
du	de le	DETDMS
parti	parti	NCMS
réactionnaire	réactionnaire	ADJSIG
.	.	PCTFORTE
Depuis	depuis	PREP
1848	1848	NCMIN
,	,	PCTFAIB
les	le	DETDPIG
Chambres	chambre	NCFP
discutaient	discuter	VINDI3P
la	le	DETDFS
question	question	NCFS
romaine	romain	ADJFS
;	;	PCTFORTE
il	il	PPER3S
était	être	VINDI3S
réservé	réserver	VPARPMS
à	à	PREP
un	un	DETIMS
Bonaparte	Bonaparte	NPHSIG
d'	de	PREP
aller	aller	VINF
étouffer	étouffer	VINF
une	un	DETIFS
République	république	NCFS
naissante	naissant	ADJFS
par	par	PREP
une	un	DETIFS
intervention	intervention	NCFS
dont	dont	PRI
la	le	DETDFS
France	France	NPHSIG
libre	libre	ADJSIG
ne	ne	ADV
se	se	PPER3S
fut	être	VINDPS3S
jamais	jamais	ADV
rendue	rendre	VPARPFS
coupable	coupable	ADJSIG
.	.	PCTFORTE
Le	le	DETDMS
marquis	marquis	NCMIN
déclara	déclarer	VINDPS3S
qu'	que	SUB
on	on	PPER3S
ne	ne	ADV
pouvait	pouvoir	VINDI3S
mieux	mieux	ADV
travailler	travailler	VINF
pour	pour	PREP
la	le	DETDFS
cause	cause	NCFS
de	de	PREP
la	le	DETDFS
légitimité	légitimité	NCFS
.	.	PCTFORTE
Vuillet	Vuillet	NPI
écrivit	écrire	VINDPS3S
un	un	DETIMS
article	article	NCMS
superbe	superbe	ADJSIG
.	.	PCTFORTE
L'	le	DETDMS
enthousiasme	enthousiasme	NCMS
n'	ne	ADV
eut	avoir	VINDPS3S
plus	plus	ADV
de	de	PREP
bornes	borne	NCFP
lorsque	lorsque	SUB
,	,	PCTFAIB
un	un	DETIMS
mois	mois	NCMIN
plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
le	le	DETDMS
commandant	commandant	NCMS
Sicardot	Sicardot	NPI
entra	entrer	VINDPS3S
un	un	DETIMS
soir	soir	NCMS
chez	chez	PREP
les	le	DETDPIG
Rougon	Rougon	NPHSIG
,	,	PCTFAIB
en	en	PREP
annonçant	annoncer	VPARPRES
à	à	PREP
la	le	DETDFS
société	société	NCFS
que	que	SUB
l'	le	DETDFS
armée	armée	NCFS
française	français	ADJFS
se	se	PPER3S
battait	battre	VINDI3S
sous	sous	PREP
les	le	DETDPIG
murs	mur	NCMP
de	de	PREP
Rome	Rome	NPHSIG
.	.	PCTFORTE
Pendant	pendant	PREP
que	que	SUB
tout	tout	ADJMS
le	le	DETDMS
monde	monde	NCMS
s'	se	PPER3S
exclamait	exclamer	VINDI3S
,	,	PCTFAIB
il	il	PPER3S
alla	aller	VINDPS3S
serrer	serrer	VINF
la	le	DETDFS
main	main	NCFS
à	à	PREP
Pierre	Pierre	NPMS
d'	de	PREP
une	un	DETIFS
façon	façon	NCFS
significative	significatif	ADJFS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
dès	dès	PREP
qu'	que	SUB
il	il	PPER3S
se	se	PPER3S
fut	être	VINDPS3S
assis	asseoir	VPARPMS
,	,	PCTFAIB
il	il	PPER3S
entama	entamer	VINDPS3S
l'	le	DETDMS
éloge	éloge	NCMS
du	de le	DETDMS
président	président	NCMS
de	de	PREP
la	le	DETDFS
République	république	NCFS
qui	qui	PRI
,	,	PCTFAIB
disait	dire	VINDI3S
-il	il	PPER3S
,	,	PCTFAIB
pouvait	pouvoir	VINDI3S
seul	seul	ADJMS
sauver	sauver	VINF
la	le	DETDFS
France	France	NPHSIG
de	de	PREP
l'	le	DETDFS
anarchie	anarchie	NCFS
.	.	PCTFORTE
Qu'	que	SUB
il	il	PPER3S
la	le	PPER3S
sauve	sauver	VINDP3S
donc	donc	COO
au	à le	DETDMS
plus	plus	ADV
tôt	tôt	ADV
,	,	PCTFAIB
interrompit	interrompre	VINDPS3S
le	le	DETDMS
marquis	marquis	NCMIN
,	,	PCTFAIB
et	et	COO
qu'	que	SUB
il	il	PPER3S
comprenne	comprendre	VSUBP3S
ensuite	ensuite	ADV
son	son	DETPOSS
devoir	devoir	NCMS
en	en	PREP
la	le	DETDFS
remettant	remettant	NCSIG
entre	entre	PREP
les	le	DETDPIG
mains	main	NCFP
de	de	PREP
ses	son	DETPOSS
maîtres	maître	NCMP
légitimes	légitime	ADJPIG
!	!	PCTFORTE
Pierre	Pierre	NPMS
sembla	sembler	VINDPS3S
approuver	approuver	VINF
vivement	vivement	ADV
cette	ce	DETDEM
belle	beau	ADJFS
réponse	réponse	NCFS
.	.	PCTFORTE
Quand	quand	SUB
il	il	PPER3S
eut	avoir	VINDPS3S
ainsi	ainsi	ADV
fait	faire	VINDP3S
preuve	preuve	NCFS
d'	de	PREP
ardent	ardent	ADJMS
royalisme	royalisme	NCMS
,	,	PCTFAIB
il	il	PPER3S
osa	oser	VINDPS3S
dire	dire	VINF
que	que	SUB
le	le	DETDMS
prince	prince	NCMS
Louis Bonaparte	Louis bonaparte	NPMS
avait	avoir	VINDI3S
ses	son	DETPOSS
sympathies	sympathie	NCFP
,	,	PCTFAIB
dans	dans	PREP
cette	ce	DETDEM
affaire	affaire	NCFS
.	.	PCTFORTE
Ce	ce	PDS
fut	être	VINDPS3S
alors	alors	ADV
,	,	PCTFAIB
entre	entre	PREP
lui	lui	PPER3S
et	et	COO
le	le	DETDMS
commandant	commandant	NCSIG
,	,	PCTFAIB
un	un	DETIMS
échange	échange	NCMS
de	de	PREP
courtes	court	ADJFP
phrases	phrase	NCFP
qui	qui	PRI
célébraient	célébrer	VINDI3P
les	le	DETDPIG
excellentes	excellent	ADJFP
intentions	intention	NCFP
du	de le	DETDMS
président	président	NCMS
et	et	COO
qu'	que	PRI
on	on	PPER3S
eût	avoir	VSUBI3S
dites	dire	VPARPFP
préparées	préparer	VPARPFP
et	et	COO
apprises	apprendre	VPARPFP
à	à	PREP
l'	le	DETDFS
avance	avance	NCFS
.	.	PCTFORTE
Pour	pour	PREP
la	le	DETDFS
première	premier	ADJORD
fois	fois	NCFIN
,	,	PCTFAIB
le	le	DETDMS
bonapartisme	bonapartisme	NCMS
entrait	entrer	VINDI3S
ouvertement	ouvertement	ADV
dans	dans	PREP
le	le	DETDMS
salon	salon	NCMS
jaune	jaune	ADJSIG
.	.	PCTFORTE
D'	de	PREP
ailleurs	ailleurs	ADV
,	,	PCTFAIB
depuis	depuis	PREP
l'	le	DETDFS
élection	élection	NCFS
du	de le	DETDMS
10	10	ADJNUM
décembre	décembre	NCMIN
,	,	PCTFAIB
le	le	DETDMS
prince	prince	NCMS
y	y	ADV
était	être	VINDI3S
traité	traiter	VPARPMS
avec	avec	PREP
une	un	DETIFS
certaine	certain	ADJFS
douceur	douceur	NCFS
.	.	PCTFORTE
On	on	PPER3S
le	le	PPER3S
préférait	préférer	VINDI3S
mille	mille	ADJNUM
fois	fois	NCFIN
à	à	PREP
Cavaignac	Cavaignac	NPSIG
,	,	PCTFAIB
et	et	COO
toute	tout	ADJFS
la	le	DETDFS
bande	bande	NCFS
réactionnaire	réactionnaire	ADJSIG
avait	avoir	VINDI3S
voté	voter	VPARPMS
pour	pour	PREP
lui	lui	PPER3S
.	.	PCTFORTE
Mais	mais	COO
on	on	PPER3S
le	le	PPER3S
regardait	regarder	VINDI3S
plutôt	plutôt	ADV
comme	comme	SUB
un	un	DETIMS
complice	complice	NCSIG
que	que	PRI
comme	comme	SUB
un	un	DETIMS
ami	ami	NCMS
;	;	PCTFORTE
encore	encore	ADV
se	se	PPER3S
défiait	défier	VINDI3S
-on	on	PPER3S
de	de	PREP
ce	ce	DETDEM
complice	complice	NCSIG
,	,	PCTFAIB
que	que	SUB
l'	l	NCMS
on	on	PPER3S
commençait	commencer	VINDI3S
à	à	PREP
accuser	accuser	VINF
de	de	PREP
vouloir	vouloir	VINF
garder	garder	VINF
pour	pour	PREP
lui	lui	PPER3S
les	le	DETDPIG
marrons	marron	NCMP
après	après	PREP
les	le	PPER3P
avoir	avoir	VINF
tirés	tirer	VPARPMP
du	de le	DETDMS
feu	feu	NCMS
.	.	PCTFORTE
Ce	ce	DETDEM
soir	soir	NCMS
-là	là	ADV
,	,	PCTFAIB
cependant	cependant	ADV
,	,	PCTFAIB
grâce	grâce	PREP
à	à	PREP
la	le	DETDFS
campagne	campagne	NCFS
de	de	PREP
Rome	Rome	NPHSIG
,	,	PCTFAIB
on	on	PPER3S
écouta	écouter	VINDPS3S
avec	avec	PREP
faveur	faveur	NCFS
les	le	DETDPIG
éloges	éloge	NCMP
de	de	PREP
Pierre	Pierre	NPMS
et	et	COO
du	du	DETDMS
commandant	commandant	NCSIG
.	.	PCTFORTE
Le	le	DETDMS
groupe	groupe	NCMS
de	de	PREP
Granoux	Granoux	NPI
et	et	COO
de	de	PREP
Roudier	Roudier	NPI
demandait	demander	VINDI3S
déjà	déjà	ADV
que	que	SUB
le	le	DETDMS
président	président	NCMS
fit	faire	VINDPS3S
fusiller	fusiller	VINF
tous	tout	ADJMP
ces	ce	DETDEM
scélérats	scélérat	NCMP
de	de	PREP
républicains	républicain	NCMP
.	.	PCTFORTE
Le	le	DETDMS
marquis	marquis	NCMIN
,	,	PCTFAIB
appuyé	appuyer	VPARPMS
contre	contre	PREP
la	le	DETDFS
cheminée	cheminée	NCFS
,	,	PCTFAIB
regardait	regarder	VINDI3S
d'	de	PREP
un	un	DETIMS
air	air	NCMS
méditatif	méditatif	ADJMS
une	un	DETIFS
rosace	rosace	NCFS
déteinte	déteint	ADJFS
du	de le	DETDMS
tapis	tapis	NCMIN
.	.	PCTFORTE
Lorsqu'	lorsque	SUB
il	il	PPER3S
leva	lever	VINDPS3S
enfin	enfin	ADV
la	le	DETDFS
tête	tête	NCFS
,	,	PCTFAIB
Pierre	Pierre	NPMS
,	,	PCTFAIB
qui	qui	PRI
semblait	sembler	VINDI3S
suivre	suivre	VINF
à	à	PREP
la	le	DETDFS
dérobée	dérobé	NCFS
sur	sur	PREP
son	son	DETPOSS
visage	visage	NCMS
l'	le	DETDMS
effet	effet	NCMS
de	de	PREP
ses	son	DETPOSS
paroles	parole	NCFP
,	,	PCTFAIB
se	se	PPER3S
tut	taire	VINDPS3S
subitement	subitement	ADV
.	.	PCTFORTE
M.	m.	NCMIN
de	de	PREP
Carnavant	Carnavant	NPI
se	se	PPER3S
contenta	contenter	VINDPS3S
de	de	PREP
sourire	sourire	VINF
en	en	PREP
regardant	regarder	VPARPRES
Félicité	Félicité	NPFS
d'	de	PREP
un	un	DETIMS
air	air	NCMS
fin	fin	ADJMS
.	.	PCTFORTE
Ce	ce	DETDEM
jeu	jeu	NCMS
rapide	rapide	ADJSIG
échappa	échapper	VINDPS3S
aux	à le	DETDPIG
bourgeois	bourgeois	NCMIN
qui	qui	PRI
se	se	PPER3S
trouvaient	trouver	VINDI3P
là	là	ADV
.	.	PCTFORTE
Vuillet	Vuillet	NPI
seul	seul	ADJMS
dit	dire	VINDP3S
d'	de	PREP
une	un	DETIFS
voix	voix	NCFIN
aigre	aigre	ADJSIG
:	:	PCTFORTE
J'	je	PPER1S
aimerais	aimer	VCONP1S
mieux	mieux	ADV
voir	voir	VINF
votre	votre	DETPOSS
Bonaparte	Bonaparte	NPHSIG
à	à	PREP
Londres	Londres	NPHSIG
qu'	que	SUB
à	à	PREP
Paris	Paris	NPHSIG
.	.	PCTFORTE
Nos	notre	DETPOSS
affaires	affaire	NCFP
marcheraient	marcher	VCONP3P
plus	plus	ADV
vite	vite	ADV
.	.	PCTFORTE
L'	le	DETDMS
ancien	ancien	ADJMS
marchand	marchand	NCMS
d'	de	PREP
huile	huile	NCFS
pâlit	pâlir	VINDPS3S
légèrement	légèrement	ADV
,	,	PCTFAIB
craignant	craindre	VPARPRES
de	de	PREP
s'	se	PPER3S
être	être	VINF
trop	trop	ADV
avancé	avancer	VPARPMS
.	.	PCTFORTE
Je	je	PPER1S
ne	ne	ADV
tiens	tiens	INT
pas	pas	ADV
à	à	PREP
mon	mon	DETPOSS
Bonaparte	bonaparte	NCMS
,	,	PCTFAIB
dit	dire	VINDP3S
-il	il	PPER3S
avec	avec	PREP
assez	assez	ADV
de	de	PREP
fermeté	fermeté	NCFS
;	;	PCTFORTE
vous	vous	PPER2P
savez	savoir	VINDP2P
où	où	PRI
je	je	PPER1S
l'	le	PPER3S
enverrais	enverrer	VINDI1S
,	,	PCTFAIB
si	si	SUB
j'	je	PPER1S
étais	être	VINDI1S
le	le	DETDMS
maître	maître	NCMS
.	.	PCTFORTE
Je	je	PPER1S
prétends	prétendre	VINDP1S
simplement	simplement	ADV
que	que	SUB
l'	le	DETDFS
expédition	expédition	NCFS
de	de	PREP
Rome	Rome	NPHSIG
est	être	VINDP3S
une	un	DETIFS
bonne	bon	ADJFS
chose	chose	NCFS
.	.	PCTFORTE
Félicité	Félicité	NPFS
avait	avoir	VINDI3S
suivi	suivre	VPARPMS
cette	ce	DETDEM
scène	scène	NCFS
avec	avec	PREP
un	un	DETIMS
étonnement	étonnement	NCMS
curieux	curieux	ADJMIN
.	.	PCTFORTE
Elle	elle	PPER3S
n'	ne	ADV
en	en	PPER3S
reparla	reparler	VINDPS3S
pas	pas	ADV
à	à	PREP
son	son	DETPOSS
mari	mari	NCMS
,	,	PCTFAIB
ce	ce	PDS
qui	qui	PRI
prouvait	prouver	VINDI3S
qu'	que	SUB
elle	elle	PPER3S
la	le	PPER3S
prit	prendre	VINDPS3S
pour	pour	PREP
base	base	NCFS
d'	de	PREP
un	un	DETIMS
secret	secret	ADJMS
travail	travail	NCMS
d'	de	PREP
intuition	intuition	NCFS
.	.	PCTFORTE
Le	le	DETDMS
sourire	sourire	NCMS
du	de le	DETDMS
marquis	marquis	NCMIN
,	,	PCTFAIB
dont	dont	PRI
le	le	DETDMS
sens	sens	NCMIN
exact	exact	ADJMS
lui	lui	PPER3S
échappait	échapper	VINDI3S
,	,	PCTFAIB
lui	lui	PPER3S
donnait	donner	VINDI3S
beaucoup	beaucoup	ADV
à	à	PREP
penser	penser	VINF
.	.	PCTFORTE
A	avoir	VINDP3S
partir	présenter	VPARPMS
de	de	PREP
ce	ce	DETDEM
jour	jour	NCMS
,	,	PCTFAIB
Rougon	Rougon	NPHSIG
,	,	PCTFAIB
de	de	PREP
loin	loin	ADV
en	en	PREP
loin	loin	ADV
,	,	PCTFAIB
lorsque	lorsque	SUB
l'	le	DETDFS
occasion	occasion	NCFS
se	se	PPER3S
présentait	présenter	VINDI3S
,	,	PCTFAIB
glissait	glisser	VINDI3S
un	un	DETIMS
mot	mot	NCMS
en	en	PREP
faveur	faveur	NCFS
du	de le	DETDMS
président	président	NCMS
de	de	PREP
la	le	DETDFS
République	république	NCFS
.	.	PCTFORTE
Ces	ce	DETDEM
soirs	soir	NCMP
-là	là	ADV
,	,	PCTFAIB
le	le	DETDMS
commandant	commandant	NCMS
Sicardot	Sicardot	NPI
jouait	jouer	VINDI3S
le	le	DETDMS
rôle	rôle	NCMS
d'	de	PREP
un	un	DETIMS
compère	compère	NCMS
complaisant	complaisant	ADJMS
.	.	PCTFORTE
D'	de	PREP
ailleurs	ailleurs	ADV
,	,	PCTFAIB
l'	le	DETDFS
opinion	opinion	NCFS
cléricale	clérical	ADJFS
dominait	dominer	VINDI3S
encore	encore	ADV
en	en	PREP
souveraine	souverain	NCFS
dans	dans	PREP
le	le	DETDMS
salon	salon	NCMS
jaune	jaune	ADJSIG
.	.	PCTFORTE
Ce	ce	PDS
fut	être	VINDPS3S
surtout	surtout	ADV
l'	le	DETDFS
année	année	NCFS
suivante	suivant	ADJFS
que	que	SUB
ce	ce	DETDEM
groupe	groupe	NCMS
de	de	PREP
réactionnaires	réactionnaire	NCPIG
prit	prendre	VINDPS3S
dans	dans	PREP
la	le	DETDFS
ville	ville	NCFS
une	un	DETIFS
influence	influence	NCFS
décisive	décisif	ADJFS
,	,	PCTFAIB
grâce	grâce	PREP
au	à le	DETDMS
mouvement	mouvement	NCMS
rétrograde	rétrograde	ADJSIG
qui	qui	PRI
s'	se	PPER3S
accomplissait	accomplir	VINDI3S
à	à	PREP
Paris	Paris	NPHSIG
.	.	PCTFORTE
L'	le	DETDMS
ensemble	ensemble	NCMS
de	de	PREP
mesures	mesure	NCFP
antilibérales	antilibéral	ADJFP
qu'	que	PRI
on	on	PPER3S
nomma	nommer	VINDPS3S
l'	le	DETDFS
expédition	expédition	NCFS
de	de	PREP
Rome	Rome	NPHSIG
à	à	PREP
l'	le	DETDMS
intérieur	intérieur	NCMS
,	,	PCTFAIB
assura	assurer	VINDPS3S
définitivement	définitivement	ADV
à	à	PREP
Plassans	Plassans	NPI
le	le	DETDMS
triomphe	triomphe	NCMS
du	de le	DETDMS
parti	parti	NCMS
Rougon	Rougon	NPHSIG
.	.	PCTFORTE
Les	le	DETDPIG
derniers	dernier	ADJMP
bourgeois	bourgeois	NCMIN
enthousiastes	enthousiaste	ADJPIG
virent	voir	VINDP3P
la	le	DETDFS
République	république	NCFS
agonisante	agonisant	ADJFS
et	et	COO
se	se	PPER3S
hâtèrent	hâter	VINDPS3P
de	de	PREP
se	se	PPER3S
rallier	rallier	VINF
aux	à le	DETDPIG
conservateurs	conservateur	NCMP
.	.	PCTFORTE
L'	le	DETDFS
heure	heure	NCFS
des	de le	DETDPIG
Rougon	Rougon	NPHSIG
était	être	VINDI3S
venue	venir	VPARPFS
.	.	PCTFORTE
La	le	DETDFS
ville	ville	NCFS
neuve	neuf	ADJFS
leur	leur	PPER3P
fit	faire	VINDPS3S
presque	presque	ADV
une	un	DETIFS
ovation	ovation	NCFS
le	le	DETDMS
jour	jour	NCMS
où	où	PRI
l'	l	NCMS
on	on	PPER3S
scia	scier	VINDPS3S
l'	le	DETDMS
arbre	arbre	NCMS
de	de	PREP
la	le	DETDFS
liberté	liberté	NCFS
planté	planté	ADJMS
sur	sur	PREP
la	le	DETDFS
place	place	NCFS
de	de	PREP
la	le	DETDFS
Sous-préfecture	sous-préfecture	NCFS
.	.	PCTFORTE
Cet	ce	DETDEM
arbre	arbre	NCMS
,	,	PCTFAIB
un	un	DETIMS
jeune	jeune	ADJSIG
peuplier	peuplier	NCMS
apporté	apporter	VPARPMS
des	de le	DETDPIG
bords	bord	NCMP
de	de	PREP
la	le	DETDFS
Viorne	viorne	NCFS
,	,	PCTFAIB
s'	se	PPER3S
était	être	VINDI3S
desséché	dessécher	VPARPMS
peu	peu	ADV
à	à	PREP
peu	peu	ADV
,	,	PCTFAIB
au	à le	DETDMS
grand	grand	ADJMS
désespoir	désespoir	NCMS
des	de le	DETDPIG
ouvriers	ouvrier	NCMP
républicains	républicain	ADJMP
qui	qui	PRI
venaient	vener	VINDI3P
chaque	chaque	ADJIND
dimanche	dimanche	NCMS
constater	constater	VINF
les	le	DETDPIG
progrès	progrès	NCMIN
du	de le	DETDMS
mal	mal	NCMS
,	,	PCTFAIB
sans	sans	PREP
pouvoir	pouvoir	VINF
comprendre	comprendre	VINF
les	le	DETDPIG
causes	cause	NCFP
de	de	PREP
cette	ce	DETDEM
mort	mort	NCFS
lente	lent	ADJFS
.	.	PCTFORTE
Un	un	DETIMS
apprenti	apprenti	NCMS
chapelier	chapelier	NCMS
prétendit	prétendre	VINDPS3S
enfin	enfin	ADV
avoir	avoir	VINF
vu	voir	VPARPMS
une	un	DETIFS
femme	femme	NCFS
sortir	sortir	VINF
de	de	PREP
la	le	DETDFS
maison	maison	NCFS
Rougon	rougon	NPHSIG
et	et	COO
venir	venir	VINF
verser	verser	VINF
un	un	DETIMS
seau	seau	NCMS
d'	de	PREP
eau	eau	NCFS
empoisonnée	empoisonner	VPARPFS
au	à le	DETDMS
pied	pied	NCMS
de	de	PREP
l'	le	DETDMS
arbre	arbre	NCMS
.	.	PCTFORTE
Il	il	PPER3S
fut	être	VINDPS3S
dés	dé	NCMP
lors	lors	ADV
acquis	acquérir	VPARPMS
à	à	PREP
l'	le	DETDFS
histoire	histoire	NCFS
que	que	PRI
Félicité	Félicité	NPFS
en	en	PREP
personne	personne	PISIG
se	se	PPER3S
levait	lever	VINDI3S
chaque	chaque	ADJIND
nuit	nuit	NCFS
pour	pour	PREP
arroser	arroser	VINF
le	le	DETDMS
peuplier	peuplier	NCMS
de	de	PREP
vitriol	vitriol	NCMS
.	.	PCTFORTE
L'	le	DETDMS
arbre	arbre	NCMS
mort	mort	ADJMS
,	,	PCTFAIB
la	le	DETDFS
municipalité	municipalité	NCFS
déclara	déclarer	VINDPS3S
que	que	SUB
la	le	DETDFS
dignité	dignité	NCFS
de	de	PREP
la	le	DETDFS
République	république	NCFS
commandait	commander	VINDI3S
de	de	PREP
l'	le	PPER3S
enlever	enlever	VINF
.	.	PCTFORTE
Comme	comme	SUB
on	on	PPER3S
redoutait	redouter	VINDI3S
le	le	DETDMS
mécontentement	mécontentement	NCMS
de	de	PREP
la	le	DETDFS
population	population	NCFS
ouvrière	ouvrier	ADJFS
,	,	PCTFAIB
on	on	PPER3S
choisit	choisir	VINDPS3S
une	un	DETIFS
heure	heure	NCFS
avancée	avancer	VPARPFS
de	de	PREP
la	le	DETDFS
soirée	soirée	NCFS
.	.	PCTFORTE
Les	le	DETDPIG
rentiers	rentier	NCMP
conservateurs	conservateur	ADJMP
de	de	PREP
la	le	DETDFS
ville	ville	NCFS
neuve	neuf	ADJFS
eurent	avoir	VINDPS3P
vent	vent	NCMS
de	de	PREP
la	le	DETDFS
petite	petit	ADJFS
rite	rite	NCMS
;	;	PCTFORTE
ils	il	PPER3P
descendirent	descendre	VINDPS3P
tous	tout	PIMP
sur	sur	PREP
la	le	DETDFS
place	place	NCFS
de	de	PREP
la	le	DETDFS
Sous-Préfecture	sous-préfecture	NCFS
pour	pour	PREP
voir	voir	VINF
comment	comment	SUB
tomberait	tomber	VCONP3S
un	un	DETIMS
arbre	arbre	NCMS
de	de	PREP
la	le	DETDFS
liberté	liberté	NCFS
.	.	PCTFORTE
La	le	DETDFS
société	société	NCFS
